[INFO ] [2021-05-30 09:26:51,771] Pre-condition: Initial browser driver
[INFO ] [2021-06-19 11:57:30,248]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 11:57:30,319] Edit Employee [Personal Details]: Step 1 - Click on Edit button at 'Personal Details' form
[INFO ] [2021-06-19 11:57:30,425] Edit Employee [Personal Details]: Step 2 - Enter to 'First Name' textbox with value 'Manual 963'
[INFO ] [2021-06-19 11:57:30,589] Edit Employee [Personal Details]: Step 3 - Enter to 'Last Name' textbox with value 'Test 333'
[INFO ] [2021-06-19 11:57:30,743] Edit Employee [Personal Details]: Step 4 - Enter to 'SSN Number' textbox with value '252-260'
[INFO ] [2021-06-19 11:57:30,893] Edit Employee [Personal Details]: Step 5 - Select 'Gender' radio with value 'Male'
[INFO ] [2021-06-19 11:57:31,031] Edit Employee [Personal Details]: Step 6 - Select 'Marital Status' dropdown with value 'Single'
[INFO ] [2021-06-19 11:57:31,186] Edit Employee [Personal Details]: Step 7 - Select 'Nationality' dropdown with value 'Vietnamese'
[INFO ] [2021-06-19 11:57:31,327] Edit Employee [Personal Details]: Step 8 - Enter to 'Date of Birth' textbox with value '1993-05-22'
[INFO ] [2021-06-19 11:57:31,532] Edit Employee [Personal Details]: Step 9 - Click on Save button
[INFO ] [2021-06-19 11:57:33,311] Edit Employee [Personal Details]: Step 10 - Verify message saved successfully displayed: 'Successfully Saved'
[INFO ] [2021-06-19 11:57:33,406]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 11:57:33,469] Edit Employee [Personal Details]: Step 11 - Verify edited 'First Name' actual result 'Manual 963' is equal to expected result 'Manual 963'
[INFO ] [2021-06-19 11:57:33,530]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 11:57:33,607] Edit Employee [Personal Details]: Step 12 - Verify edited 'Last Name' actual result 'Test 333' is equal to expected result 'Test 333'
[INFO ] [2021-06-19 11:57:33,667]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 11:57:33,729] Edit Employee [Personal Details]: Step 13 - Verify edited 'SSN Number' actual result '252-260' is equal to expected result '252-260'
[INFO ] [2021-06-19 11:57:33,793]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 11:57:33,793] Edit Employee [Personal Details]: Step 14 - Verify 'Gender' radio button is selected with value: 'Male'
[INFO ] [2021-06-19 11:57:33,849]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 11:57:33,963] Edit Employee [Personal Details]: Step 15 - Verify selected 'Marital Status' dropdown actual result 'Single' is equal to expected result 'Single'
[INFO ] [2021-06-19 11:57:34,062]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 11:57:35,603] Edit Employee [Personal Details]: Step 16 - Verify selected 'Nationality' dropdown actual result 'Vietnamese' is equal to expected result 'Vietnamese'
[INFO ] [2021-06-19 11:57:36,503]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 11:57:36,565] Edit Employee [Personal Details]: Step 17 - Verify edited 'Date of Birth' textbox actual result '1993-05-22' is equal to expected result '1993-05-22'
[INFO ] [2021-06-19 11:57:36,627]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:39:49,704] Pre-condition: Initial browser driver
[INFO ] [2021-06-19 12:39:59,339] Pre-condition: Step 1 - Enter to Username textbox
[INFO ] [2021-06-19 12:39:59,635] Pre-condition: Step 2 - Enter to Password textbox
[INFO ] [2021-06-19 12:39:59,774] Pre-condition: Step 3 - Click on Login button
[INFO ] [2021-06-19 12:40:05,733]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:40:05,781] Add Employee: Step 1 - Open menu page by name
[INFO ] [2021-06-19 12:40:08,223] Add Employee: Step 2 - Click on Add button at Employee list page
[INFO ] [2021-06-19 12:40:09,119] Add Employee: Step 3 - Enter to firstname textbox = 'Automation 56'
[INFO ] [2021-06-19 12:40:09,269] Add Employee: Step 4 - Enter to lastname textbox = 'Testing 536'
[INFO ] [2021-06-19 12:40:09,474] Add Employee: Step 5 - Get employeeID: '0319'
[INFO ] [2021-06-19 12:40:09,474] Add Employee: Step 6 - Click on Save button at Add Employee form
[INFO ] [2021-06-19 12:40:11,945] Add Employee: Step 7 - Verify Fullname is displayed at header Automation 56 Testing 536
[INFO ] [2021-06-19 12:40:12,034]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:40:12,092] Add Employee: Step 8 - Verify Firstname actual result 'Automation 56' is equal to expected result 'Automation 56'
[INFO ] [2021-06-19 12:40:12,154]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:40:12,216] Add Employee: Step 9 - Verify Lastname actual result 'Testing 536' is equal to expected result 'Testing 536'
[INFO ] [2021-06-19 12:40:12,276]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:40:12,340] Add Employee: Step 10 - Verify EmployeeID actual result '0319' is equal to expected result '0319'
[INFO ] [2021-06-19 12:40:12,402]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:40:12,507] Edit Employee [Personal Details]: Step 1 - Click on Edit button at 'Personal Details' form
[INFO ] [2021-06-19 12:40:12,622] Edit Employee [Personal Details]: Step 2 - Enter to 'First Name' textbox with value 'Manual 254'
[INFO ] [2021-06-19 12:40:12,771] Edit Employee [Personal Details]: Step 3 - Enter to 'Last Name' textbox with value 'Test 765'
[INFO ] [2021-06-19 12:40:12,945] Edit Employee [Personal Details]: Step 4 - Enter to 'SSN Number' textbox with value '252-260'
[INFO ] [2021-06-19 12:40:13,085] Edit Employee [Personal Details]: Step 5 - Select 'Gender' radio with value 'Male'
[INFO ] [2021-06-19 12:40:13,224] Edit Employee [Personal Details]: Step 6 - Select 'Marital Status' dropdown with value 'Single'
[INFO ] [2021-06-19 12:40:13,380] Edit Employee [Personal Details]: Step 7 - Select 'Nationality' dropdown with value 'Vietnamese'
[INFO ] [2021-06-19 12:40:13,535] Edit Employee [Personal Details]: Step 8 - Enter to 'Date of Birth' textbox with value '1993-05-22'
[INFO ] [2021-06-19 12:40:13,751] Edit Employee [Personal Details]: Step 9 - Click on Save button
[INFO ] [2021-06-19 12:40:15,614] Edit Employee [Personal Details]: Step 10 - Verify message saved successfully displayed: 'Successfully Saved'
[INFO ] [2021-06-19 12:40:15,686]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:40:15,750] Edit Employee [Personal Details]: Step 11 - Verify edited 'First Name' actual result 'Manual 254' is equal to expected result 'Manual 254'
[INFO ] [2021-06-19 12:40:15,813]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:40:15,885] Edit Employee [Personal Details]: Step 12 - Verify edited 'Last Name' actual result 'Test 765' is equal to expected result 'Test 765'
[INFO ] [2021-06-19 12:40:15,954]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:40:16,016] Edit Employee [Personal Details]: Step 13 - Verify edited 'SSN Number' actual result '252-260' is equal to expected result '252-260'
[INFO ] [2021-06-19 12:40:16,078]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:40:16,078] Edit Employee [Personal Details]: Step 14 - Verify 'Gender' radio button is selected with value: 'Male'
[INFO ] [2021-06-19 12:40:16,133]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:40:16,251] Edit Employee [Personal Details]: Step 15 - Verify selected 'Marital Status' dropdown actual result 'Single' is equal to expected result 'Single'
[INFO ] [2021-06-19 12:40:16,346]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:40:17,927] Edit Employee [Personal Details]: Step 16 - Verify selected 'Nationality' dropdown actual result 'Vietnamese' is equal to expected result 'Vietnamese'
[INFO ] [2021-06-19 12:40:18,836]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:40:18,904] Edit Employee [Personal Details]: Step 17 - Verify edited 'Date of Birth' textbox actual result '1993-05-22' is equal to expected result '1993-05-22'
[INFO ] [2021-06-19 12:40:18,966]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:41:06,999] Pre-condition: Initial browser driver
[INFO ] [2021-06-19 12:41:18,761] Pre-condition: Step 1 - Enter to Username textbox
[INFO ] [2021-06-19 12:41:18,984] Pre-condition: Step 2 - Enter to Password textbox
[INFO ] [2021-06-19 12:41:19,157] Pre-condition: Step 3 - Click on Login button
[INFO ] [2021-06-19 12:41:24,427]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:41:24,467] Add Employee: Step 1 - Open menu page by name
[INFO ] [2021-06-19 12:41:26,775] Add Employee: Step 2 - Click on Add button at Employee list page
[INFO ] [2021-06-19 12:41:27,959] Add Employee: Step 3 - Enter to firstname textbox = 'Automation 620'
[INFO ] [2021-06-19 12:41:28,112] Add Employee: Step 4 - Enter to lastname textbox = 'Testing 342'
[INFO ] [2021-06-19 12:41:28,309] Add Employee: Step 5 - Get employeeID: '0321'
[INFO ] [2021-06-19 12:41:28,309] Add Employee: Step 6 - Click on Save button at Add Employee form
[INFO ] [2021-06-19 12:41:30,853] Add Employee: Step 7 - Verify Fullname is displayed at header Automation 620 Testing 342
[INFO ] [2021-06-19 12:41:30,927]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:41:30,987] Add Employee: Step 8 - Verify Firstname actual result 'Automation 620' is equal to expected result 'Automation 620'
[INFO ] [2021-06-19 12:41:31,047]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:41:31,110] Add Employee: Step 9 - Verify Lastname actual result 'Testing 342' is equal to expected result 'Testing 342'
[INFO ] [2021-06-19 12:41:31,171]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:41:31,233] Add Employee: Step 10 - Verify EmployeeID actual result '0321' is equal to expected result '0321'
[INFO ] [2021-06-19 12:41:31,293]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:41:31,366] Edit Employee [Personal Details]: Step 1 - Click on Edit button at 'Personal Details' form
[INFO ] [2021-06-19 12:41:31,471] Edit Employee [Personal Details]: Step 2 - Enter to 'First Name' textbox with value 'Manual 258'
[INFO ] [2021-06-19 12:41:31,618] Edit Employee [Personal Details]: Step 3 - Enter to 'Last Name' textbox with value 'Test 345'
[INFO ] [2021-06-19 12:41:31,790] Edit Employee [Personal Details]: Step 4 - Enter to 'SSN Number' textbox with value '252-260'
[INFO ] [2021-06-19 12:41:31,934] Edit Employee [Personal Details]: Step 5 - Select 'Gender' radio with value 'Male'
[INFO ] [2021-06-19 12:41:32,069] Edit Employee [Personal Details]: Step 6 - Select 'Marital Status' dropdown with value 'Single'
[INFO ] [2021-06-19 12:41:32,225] Edit Employee [Personal Details]: Step 7 - Select 'Nationality' dropdown with value 'Vietnamese'
[INFO ] [2021-06-19 12:41:32,382] Edit Employee [Personal Details]: Step 8 - Enter to 'Date of Birth' textbox with value '1993-05-22'
[INFO ] [2021-06-19 12:41:32,581] Edit Employee [Personal Details]: Step 9 - Click on Save button
[INFO ] [2021-06-19 12:41:34,407] Edit Employee [Personal Details]: Step 10 - Verify message saved successfully displayed: 'Successfully Saved'
[INFO ] [2021-06-19 12:41:34,470]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:41:34,569] Edit Employee [Personal Details]: Step 11 - Verify edited 'First Name' actual result 'Manual 258' is equal to expected result 'Manual 258'
[INFO ] [2021-06-19 12:41:34,630]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:41:34,692] Edit Employee [Personal Details]: Step 12 - Verify edited 'Last Name' actual result 'Test 345' is equal to expected result 'Test 345'
[INFO ] [2021-06-19 12:41:34,754]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:41:34,817] Edit Employee [Personal Details]: Step 13 - Verify edited 'SSN Number' actual result '252-260' is equal to expected result '252-260'
[INFO ] [2021-06-19 12:41:34,878]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:41:34,878] Edit Employee [Personal Details]: Step 14 - Verify 'Gender' radio button is selected with value: 'Male'
[INFO ] [2021-06-19 12:41:34,933]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:41:35,046] Edit Employee [Personal Details]: Step 15 - Verify selected 'Marital Status' dropdown actual result 'Single' is equal to expected result 'Single'
[INFO ] [2021-06-19 12:41:35,140]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:41:36,678] Edit Employee [Personal Details]: Step 16 - Verify selected 'Nationality' dropdown actual result 'Vietnamese' is equal to expected result 'Vietnamese'
[INFO ] [2021-06-19 12:41:37,663]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:41:37,720] Edit Employee [Personal Details]: Step 17 - Verify edited 'Date of Birth' textbox actual result '1993-05-22' is equal to expected result '1993-05-22'
[INFO ] [2021-06-19 12:41:37,780]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:41:37,786] Edit Employee [Add Salary Component]: Step 1 - Click on 'Salary' tab
[INFO ] [2021-06-19 12:41:39,037] Edit Employee [Add Salary Component]: Step 2 - Click on Add button at 'Assigned Salary Components' form
[INFO ] [2021-06-19 12:41:39,174] Edit Employee [Add Salary Component]: Step 3 - Select 'Pay Grade' dropdown with value 'Grade 1' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 12:41:39,307] Edit Employee [Add Salary Component]: Step 4 - Enter to 'Salary Component' textbox with value 'SC123456' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 12:42:59,868] Pre-condition: Initial browser driver
[INFO ] [2021-06-19 12:43:08,746] Pre-condition: Step 1 - Enter to Username textbox
[INFO ] [2021-06-19 12:43:08,930] Pre-condition: Step 2 - Enter to Password textbox
[INFO ] [2021-06-19 12:43:09,145] Pre-condition: Step 3 - Click on Login button
[INFO ] [2021-06-19 12:43:14,229]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:43:14,267] Add Employee: Step 1 - Open menu page by name
[INFO ] [2021-06-19 12:43:16,530] Add Employee: Step 2 - Click on Add button at Employee list page
[INFO ] [2021-06-19 12:43:17,411] Add Employee: Step 3 - Enter to firstname textbox = 'Automation 192'
[INFO ] [2021-06-19 12:43:17,581] Add Employee: Step 4 - Enter to lastname textbox = 'Testing 567'
[INFO ] [2021-06-19 12:43:17,799] Add Employee: Step 5 - Get employeeID: '0323'
[INFO ] [2021-06-19 12:43:17,799] Add Employee: Step 6 - Click on Save button at Add Employee form
[INFO ] [2021-06-19 12:43:20,080] Add Employee: Step 7 - Verify Fullname is displayed at header Automation 192 Testing 567
[INFO ] [2021-06-19 12:43:20,156]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:43:20,217] Add Employee: Step 8 - Verify Firstname actual result 'Automation 192' is equal to expected result 'Automation 192'
[INFO ] [2021-06-19 12:43:20,277]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:43:20,342] Add Employee: Step 9 - Verify Lastname actual result 'Testing 567' is equal to expected result 'Testing 567'
[INFO ] [2021-06-19 12:43:20,403]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:43:20,467] Add Employee: Step 10 - Verify EmployeeID actual result '0323' is equal to expected result '0323'
[INFO ] [2021-06-19 12:43:20,528]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:43:20,593] Edit Employee [Personal Details]: Step 1 - Click on Edit button at 'Personal Details' form
[INFO ] [2021-06-19 12:43:20,702] Edit Employee [Personal Details]: Step 2 - Enter to 'First Name' textbox with value 'Manual 331'
[INFO ] [2021-06-19 12:43:20,852] Edit Employee [Personal Details]: Step 3 - Enter to 'Last Name' textbox with value 'Test 206'
[INFO ] [2021-06-19 12:43:21,022] Edit Employee [Personal Details]: Step 4 - Enter to 'SSN Number' textbox with value '252-260'
[INFO ] [2021-06-19 12:43:21,164] Edit Employee [Personal Details]: Step 5 - Select 'Gender' radio with value 'Male'
[INFO ] [2021-06-19 12:43:21,303] Edit Employee [Personal Details]: Step 6 - Select 'Marital Status' dropdown with value 'Single'
[INFO ] [2021-06-19 12:43:21,445] Edit Employee [Personal Details]: Step 7 - Select 'Nationality' dropdown with value 'Vietnamese'
[INFO ] [2021-06-19 12:43:21,582] Edit Employee [Personal Details]: Step 8 - Enter to 'Date of Birth' textbox with value '1993-05-22'
[INFO ] [2021-06-19 12:43:21,783] Edit Employee [Personal Details]: Step 9 - Click on Save button
[INFO ] [2021-06-19 12:43:23,729] Edit Employee [Personal Details]: Step 10 - Verify message saved successfully displayed: 'Successfully Saved'
[INFO ] [2021-06-19 12:43:23,791]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:43:23,856] Edit Employee [Personal Details]: Step 11 - Verify edited 'First Name' actual result 'Manual 331' is equal to expected result 'Manual 331'
[INFO ] [2021-06-19 12:43:23,919]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:43:23,982] Edit Employee [Personal Details]: Step 12 - Verify edited 'Last Name' actual result 'Test 206' is equal to expected result 'Test 206'
[INFO ] [2021-06-19 12:43:24,044]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:43:24,107] Edit Employee [Personal Details]: Step 13 - Verify edited 'SSN Number' actual result '252-260' is equal to expected result '252-260'
[INFO ] [2021-06-19 12:43:24,169]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:43:24,169] Edit Employee [Personal Details]: Step 14 - Verify 'Gender' radio button is selected with value: 'Male'
[INFO ] [2021-06-19 12:43:24,225]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:43:24,337] Edit Employee [Personal Details]: Step 15 - Verify selected 'Marital Status' dropdown actual result 'Single' is equal to expected result 'Single'
[INFO ] [2021-06-19 12:43:24,436]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:43:26,021] Edit Employee [Personal Details]: Step 16 - Verify selected 'Nationality' dropdown actual result 'Vietnamese' is equal to expected result 'Vietnamese'
[INFO ] [2021-06-19 12:43:26,944]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:43:27,002] Edit Employee [Personal Details]: Step 17 - Verify edited 'Date of Birth' textbox actual result '1993-05-22' is equal to expected result '1993-05-22'
[INFO ] [2021-06-19 12:43:27,062]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:43:27,068] Edit Employee [Add Salary Component]: Step 1 - Click on 'Salary' tab
[INFO ] [2021-06-19 12:43:28,351] Edit Employee [Add Salary Component]: Step 2 - Click on Add button at 'Assigned Salary Components' form
[INFO ] [2021-06-19 12:43:28,482] Edit Employee [Add Salary Component]: Step 3 - Select 'Pay Grade' dropdown with value 'Grade 1' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 12:43:28,617] Edit Employee [Add Salary Component]: Step 4 - Enter to 'Salary Component' textbox with value 'SC123456' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 12:43:28,786] Edit Employee [Add Salary Component]: Step 5 - Select 'Pay Frequency' dropdown with value 'Monthly on first pay of month.' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 12:43:28,974] Edit Employee [Add Salary Component]: Step 6 - Select 'Currency' dropdown with value 'United States Dollar' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 12:43:29,113] Edit Employee [Add Salary Component]: Step 7 - Enter to 'Amount' textbox with value 'United States Dollar' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 12:43:29,260] Edit Employee [Add Salary Component]: Step 8 - Enter to 'Comment' textbox with value 'Auto add salary component.' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 12:44:36,837] Pre-condition: Initial browser driver
[INFO ] [2021-06-19 12:44:45,588] Pre-condition: Step 1 - Enter to Username textbox
[INFO ] [2021-06-19 12:44:45,764] Pre-condition: Step 2 - Enter to Password textbox
[INFO ] [2021-06-19 12:44:45,936] Pre-condition: Step 3 - Click on Login button
[INFO ] [2021-06-19 12:44:51,480]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:44:51,519] Add Employee: Step 1 - Open menu page by name
[INFO ] [2021-06-19 12:44:53,863] Add Employee: Step 2 - Click on Add button at Employee list page
[INFO ] [2021-06-19 12:44:54,974] Add Employee: Step 3 - Enter to firstname textbox = 'Automation 569'
[INFO ] [2021-06-19 12:44:55,126] Add Employee: Step 4 - Enter to lastname textbox = 'Testing 223'
[INFO ] [2021-06-19 12:44:55,346] Add Employee: Step 5 - Get employeeID: '0325'
[INFO ] [2021-06-19 12:44:55,346] Add Employee: Step 6 - Click on Save button at Add Employee form
[INFO ] [2021-06-19 12:44:57,684] Add Employee: Step 7 - Verify Fullname is displayed at header Automation 569 Testing 223
[INFO ] [2021-06-19 12:44:57,764]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:44:57,825] Add Employee: Step 8 - Verify Firstname actual result 'Automation 569' is equal to expected result 'Automation 569'
[INFO ] [2021-06-19 12:44:57,888]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:44:57,951] Add Employee: Step 9 - Verify Lastname actual result 'Testing 223' is equal to expected result 'Testing 223'
[INFO ] [2021-06-19 12:44:58,013]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:44:58,091] Add Employee: Step 10 - Verify EmployeeID actual result '0325' is equal to expected result '0325'
[INFO ] [2021-06-19 12:44:58,202]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:44:58,276] Edit Employee [Personal Details]: Step 1 - Click on Edit button at 'Personal Details' form
[INFO ] [2021-06-19 12:44:58,391] Edit Employee [Personal Details]: Step 2 - Enter to 'First Name' textbox with value 'Manual 145'
[INFO ] [2021-06-19 12:44:58,537] Edit Employee [Personal Details]: Step 3 - Enter to 'Last Name' textbox with value 'Test 704'
[INFO ] [2021-06-19 12:44:58,707] Edit Employee [Personal Details]: Step 4 - Enter to 'SSN Number' textbox with value '252-260'
[INFO ] [2021-06-19 12:44:58,852] Edit Employee [Personal Details]: Step 5 - Select 'Gender' radio with value 'Male'
[INFO ] [2021-06-19 12:44:59,006] Edit Employee [Personal Details]: Step 6 - Select 'Marital Status' dropdown with value 'Single'
[INFO ] [2021-06-19 12:44:59,159] Edit Employee [Personal Details]: Step 7 - Select 'Nationality' dropdown with value 'Vietnamese'
[INFO ] [2021-06-19 12:44:59,364] Edit Employee [Personal Details]: Step 8 - Enter to 'Date of Birth' textbox with value '1993-05-22'
[INFO ] [2021-06-19 12:44:59,559] Edit Employee [Personal Details]: Step 9 - Click on Save button
[INFO ] [2021-06-19 12:45:02,098] Edit Employee [Personal Details]: Step 10 - Verify message saved successfully displayed: 'Successfully Saved'
[INFO ] [2021-06-19 12:45:02,164]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:45:02,229] Edit Employee [Personal Details]: Step 11 - Verify edited 'First Name' actual result 'Manual 145' is equal to expected result 'Manual 145'
[INFO ] [2021-06-19 12:45:02,291]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:45:02,354] Edit Employee [Personal Details]: Step 12 - Verify edited 'Last Name' actual result 'Test 704' is equal to expected result 'Test 704'
[INFO ] [2021-06-19 12:45:02,416]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:45:02,478] Edit Employee [Personal Details]: Step 13 - Verify edited 'SSN Number' actual result '252-260' is equal to expected result '252-260'
[INFO ] [2021-06-19 12:45:02,540]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:45:02,540] Edit Employee [Personal Details]: Step 14 - Verify 'Gender' radio button is selected with value: 'Male'
[INFO ] [2021-06-19 12:45:02,596]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:45:02,738] Edit Employee [Personal Details]: Step 15 - Verify selected 'Marital Status' dropdown actual result 'Single' is equal to expected result 'Single'
[INFO ] [2021-06-19 12:45:02,836]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:45:04,412] Edit Employee [Personal Details]: Step 16 - Verify selected 'Nationality' dropdown actual result 'Vietnamese' is equal to expected result 'Vietnamese'
[INFO ] [2021-06-19 12:45:05,341]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:45:05,405] Edit Employee [Personal Details]: Step 17 - Verify edited 'Date of Birth' textbox actual result '1993-05-22' is equal to expected result '1993-05-22'
[INFO ] [2021-06-19 12:45:05,467]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:45:05,473] Edit Employee [Add Salary Component]: Step 1 - Click on 'Salary' tab
[INFO ] [2021-06-19 12:45:06,649] Edit Employee [Add Salary Component]: Step 2 - Click on Add button at 'Assigned Salary Components' form
[INFO ] [2021-06-19 12:45:06,791] Edit Employee [Add Salary Component]: Step 3 - Select 'Pay Grade' dropdown with value 'Grade 1' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 12:45:06,932] Edit Employee [Add Salary Component]: Step 4 - Enter to 'Salary Component' textbox with value 'SC123456' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 12:45:07,116] Edit Employee [Add Salary Component]: Step 5 - Select 'Pay Frequency' dropdown with value 'Monthly on first pay of month.' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 12:45:07,320] Edit Employee [Add Salary Component]: Step 6 - Select 'Currency' dropdown with value 'United States Dollar' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 12:45:07,538] Edit Employee [Add Salary Component]: Step 7 - Enter to 'Amount' textbox with value 'United States Dollar' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 12:45:07,681] Edit Employee [Add Salary Component]: Step 8 - Enter to 'Comment' textbox with value 'Auto add salary component.' at 'Assigned Salary Components' form
[INFO ] [2021-06-19 12:45:07,832] Edit Employee [Add Salary Component]: Step 9 - Click on Save button at 'Assigned Salary Components' form
[INFO ] [2021-06-19 12:45:09,403] Edit Employee [Personal Details]: Step 10 - Verify message saved successfully displayed: 'Successfully Saved'
[INFO ] [2021-06-19 12:45:09,482]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:45:09,482] Edit Employee [Personal Details]: Step 10 - Verify added salary successfully
[INFO ] [2021-06-19 12:45:09,552]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:45:56,425] Pre-condition: Initial browser driver
[INFO ] [2021-06-19 12:46:06,500] Pre-condition: Step 1 - Enter to Username textbox
[INFO ] [2021-06-19 12:46:06,667] Pre-condition: Step 2 - Enter to Password textbox
[INFO ] [2021-06-19 12:46:06,886] Pre-condition: Step 3 - Click on Login button
[INFO ] [2021-06-19 12:46:12,276]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:46:12,314] Add Employee: Step 1 - Open menu page by name
[INFO ] [2021-06-19 12:46:14,638] Add Employee: Step 2 - Click on Add button at Employee list page
[INFO ] [2021-06-19 12:46:15,629] Add Employee: Step 3 - Enter to firstname textbox = 'Automation 534'
[INFO ] [2021-06-19 12:46:15,789] Add Employee: Step 4 - Enter to lastname textbox = 'Testing 1'
[INFO ] [2021-06-19 12:46:15,989] Add Employee: Step 5 - Get employeeID: '0327'
[INFO ] [2021-06-19 12:46:15,989] Add Employee: Step 6 - Click on Save button at Add Employee form
[INFO ] [2021-06-19 12:46:18,687] Add Employee: Step 7 - Verify Fullname is displayed at header Automation 534 Testing 1
[INFO ] [2021-06-19 12:46:18,786]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:46:18,861] Add Employee: Step 8 - Verify Firstname actual result 'Automation 534' is equal to expected result 'Automation 534'
[INFO ] [2021-06-19 12:46:18,922]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-19 12:46:18,986] Add Employee: Step 9 - Verify Lastname actual result 'Testing 1' is equal to expected result 'Testing 1'
[INFO ] [2021-06-19 12:46:19,050]  -------------------------- PASSED -------------------------- 
